date,open,high,low,close,adj_close,volume
2016-09-22,106.32,108.05,105.54,106.47,106.5,4852387
2016-09-23,107.63,108.97,106.77,107.62,107.47,1691996
2016-09-26,106.32,108.82,105.19,107.04,107.18,2636812
2016-09-27,106.95,106.99,106.63,106.99,107.0,4220794
2016-09-28,106.2,106.84,104.82,105.97,105.95,4455000
2016-09-29,104.91,107.74,104.11,105.68,105.73,2038229
2016-09-30,105.72,107.04,102.78,105.18,105.2,2622368
2016-10-03,105.41,105.43,104.4,105.18,105.26,3167652
2016-10-04,103.98,104.16,103.04,103.66,103.72,1052340
2016-10-05,102.89,104.23,102.74,103.34,103.41,2177798
2016-10-06,105.09,105.45,104.06,104.56,104.7,2082646
2016-10-07,104.14,104.64,103.51,103.96,104.05,4743301
2016-10-10,104.93,105.88,103.02,104.47,104.46,1983886
2016-10-11,104.39,104.73,104.3,104.4,104.28,4093582
2016-10-12,104.99,106.0,102.78,104.41,104.58,3045351
2016-10-13,103.59,103.64,102.79,103.23,103.21,3055521
2016-10-14,105.48,106.04,103.29,104.64,104.59,4793421
2016-10-17,105.72,107.21,104.83,106.03,105.85,1408092
2016-10-18,105.07,106.33,104.05,105.13,105.17,3832015
2016-10-19,104.34,104.84,102.37,103.51,103.52,3804188
2016-10-20,103.82,105.09,103.45,103.95,103.8,1018262
2016-10-21,102.25,102.41,102.06,102.31,102.35,2150985
2016-10-24,100.2,100.27,99.17,99.77,99.72,3313774
2016-10-25,100.51,102.26,99.06,100.47,100.74,4825142
2016-10-26,102.58,102.92,102.1,102.52,102.46,4634435
2016-10-27,102.8,103.85,102.08,102.98,102.93,4037707
2016-10-28,103.62,105.34,103.49,103.86,103.77,3620201
2016-10-31,103.75,104.28,102.92,103.76,103.89,3518753
2016-11-01,107.47,107.87,106.67,107.18,107.14,2084163
2016-11-02,107.0,107.75,105.58,106.77,106.7,4274323
2016-11-03,107.92,108.03,106.01,107.31,107.39,2627995
2016-11-04,105.99,106.6,105.35,105.87,105.73,2665883
2016-11-07,105.67,105.69,105.4,105.38,105.45,4566597
2016-11-08,105.45,105.66,104.54,105.16,105.35,2548173
2016-11-09,104.95,105.0,102.25,104.39,104.45,4321590
2016-11-10,102.88,103.49,102.64,102.73,102.8,3663458
2016-11-11,103.31,103.65,102.46,103.48,103.57,3848942
2016-11-14,102.11,104.19,101.24,102.46,102.64,3214329
2016-11-15,103.57,104.54,102.8,103.64,103.77,3289216
2016-11-16,104.09,104.39,103.9,103.91,103.96,1488594
2016-11-17,104.44,105.21,103.6,104.26,104.35,1347328
2016-11-18,105.27,107.17,104.45,105.53,105.44,3194444
2016-11-21,106.13,106.22,105.64,105.79,105.87,4626887
2016-11-22,105.67,106.7,103.66,105.3,105.2,3141713
2016-11-23,106.9,107.76,105.58,106.66,106.63,4786997
2016-11-24,106.54,106.94,104.73,106.44,106.11,4097250
2016-11-25,106.05,106.44,104.41,105.4,105.44,1665430
2016-11-28,105.03,105.46,104.97,105.17,105.1,4315825
2016-11-29,105.09,105.54,103.43,104.73,104.85,2082355
2016-11-30,103.64,103.91,103.48,103.46,103.5,1254745
2016-12-01,103.41,103.97,103.17,103.65,103.77,1409832
2016-12-02,105.67,107.58,105.62,106.21,106.1,2668773
2016-12-05,104.71,105.15,104.59,104.32,104.43,3214867
2016-12-06,105.27,106.99,105.05,105.9,106.13,2570113
2016-12-07,104.16,104.93,103.02,103.81,103.89,3870809
2016-12-08,104.48,105.08,104.33,104.42,104.5,3197629
2016-12-09,103.81,104.26,103.1,103.86,103.88,4247416
2016-12-12,102.73,103.94,101.7,102.72,102.67,2831422
2016-12-13,102.5,104.7,102.11,103.29,103.36,1783843
2016-12-14,102.57,102.8,101.6,102.56,102.41,4000600
2016-12-15,103.14,103.28,101.79,102.61,102.56,2704733
2016-12-16,102.02,102.07,101.87,102.15,101.97,2743825
2016-12-19,101.72,101.86,101.55,101.56,101.49,3554758
2016-12-20,101.36,101.4,101.27,101.79,101.86,2455386
2016-12-21,100.36,101.38,100.34,100.56,100.61,2620618
2016-12-22,101.23,101.42,98.64,100.63,100.64,3870884
2016-12-23,102.17,102.74,100.84,102.08,102.1,2102215
2016-12-26,99.86,100.14,97.87,99.36,99.17,2252874
2016-12-27,101.58,102.16,101.24,101.52,101.49,1012669
2016-12-28,101.71,103.12,101.33,102.02,101.95,4012823
2016-12-29,99.79,100.42,99.48,99.47,99.4,1346653
2016-12-30,100.5,100.6,99.91,100.38,100.44,3249309
2017-01-02,99.86,100.2,98.58,99.62,99.53,3125939
2017-01-03,99.59,100.58,98.08,99.44,99.38,1221692
2017-01-04,100.43,100.46,99.88,99.66,99.45,1286195
2017-01-05,97.9,99.37,97.47,98.0,97.97,4856654
2017-01-06,96.48,98.25,95.71,96.66,96.55,4196343
2017-01-09,96.78,97.15,94.59,96.23,96.24,1732450
2017-01-10,96.05,96.44,95.1,95.92,95.83,1707622
2017-01-11,95.9,96.1,95.84,95.91,95.92,3003719
2017-01-12,96.16,96.18,95.27,96.0,95.99,4879978
2017-01-13,95.06,96.04,94.49,94.99,95.15,3216275
2017-01-16,93.51,93.55,92.91,93.45,93.49,2466536
2017-01-17,93.31,94.54,92.65,93.6,93.42,1390958
2017-01-18,92.41,93.8,92.15,92.86,92.74,3115097
2017-01-19,92.97,94.33,91.65,92.94,92.95,1745139
2017-01-20,92.13,92.32,91.69,92.41,92.33,3473431
2017-01-23,91.16,92.2,90.28,91.31,91.04,1252565
2017-01-24,92.16,92.73,91.81,92.04,92.16,1759950
2017-01-25,91.88,92.21,91.31,91.85,91.92,3252451
2017-01-26,92.33,92.84,91.94,92.52,92.57,1748644
2017-01-27,92.07,92.92,90.44,91.69,91.63,4490366
2017-01-30,91.99,92.02,91.75,92.14,92.18,2487322
2017-01-31,92.16,92.68,91.78,92.28,92.22,4198896
2017-02-01,90.96,91.94,90.04,90.51,90.53,3173238
2017-02-02,89.83,91.23,89.58,90.27,90.19,4079751
2017-02-03,90.11,90.22,87.67,89.25,89.39,2694779
2017-02-06,90.1,90.42,89.92,90.25,90.11,4177500
2017-02-07,91.15,91.77,90.94,91.48,91.59,1401938
2017-02-08,91.15,91.23,89.79,90.76,90.77,1181214
2017-02-09,90.73,90.94,89.8,90.82,90.78,1591944
2017-02-10,90.12,91.74,89.31,90.35,90.37,4503497
2017-02-13,91.82,93.7,91.58,92.49,92.56,3184036
2017-02-14,91.61,91.78,91.51,91.79,91.92,4262857
2017-02-15,91.83,92.53,91.53,91.94,91.97,3234101
2017-02-16,91.19,92.03,91.1,91.59,91.51,3599392
2017-02-17,90.4,90.71,89.16,89.97,89.98,1805336
2017-02-20,90.65,91.96,90.53,90.96,91.13,3445624
2017-02-21,91.32,91.77,89.86,90.72,90.85,2533365
2017-02-22,90.77,91.13,89.14,90.4,90.48,4359671
2017-02-23,90.9,90.93,90.53,90.85,90.93,4750211
2017-02-24,92.71,93.41,92.12,92.99,93.05,2209332
2017-02-27,94.36,95.59,93.11,94.51,94.62,2901508
2017-02-28,93.07,93.76,92.68,93.11,93.07,4704918
2017-03-01,95.32,95.78,95.2,95.2,95.07,4985766
2017-03-02,94.02,96.12,92.45,94.28,94.29,2696438
2017-03-03,92.11,92.25,91.76,92.26,92.19,3328772
2017-03-06,90.74,91.34,89.91,90.81,90.72,1035571
2017-03-07,89.36,89.46,88.46,89.31,89.25,1855879
2017-03-08,89.74,91.69,88.82,90.04,90.26,1076752
2017-03-09,89.53,91.28,89.36,89.96,89.98,1460160
2017-03-10,91.44,91.53,90.76,91.1,91.13,3970741
2017-03-13,91.54,93.16,91.5,92.06,91.94,3839025
2017-03-14,90.51,93.01,90.27,91.25,91.08,3306955
2017-03-15,91.72,92.02,90.56,91.47,91.4,2747874
2017-03-16,89.29,89.43,88.66,89.1,89.23,3678643
2017-03-17,90.58,90.86,90.41,90.59,90.62,3679245
2017-03-20,90.08,90.19,88.73,89.51,89.57,3334191
2017-03-21,89.65,92.75,87.29,90.08,90.15,1239185
2017-03-22,90.79,91.05,88.74,90.21,90.16,1072649
2017-03-23,91.6,92.11,89.9,91.17,91.29,4013878
2017-03-24,90.07,90.72,89.44,89.92,89.87,1040910
2017-03-27,91.26,91.56,91.22,91.08,91.21,4561705
2017-03-28,94.32,94.55,94.17,94.61,94.65,3384288
2017-03-29,93.05,93.46,92.04,92.96,92.79,2258962
2017-03-30,92.84,94.66,91.78,92.77,92.7,1873953
2017-03-31,92.21,93.38,91.94,92.66,92.5,4201176
2017-04-03,92.65,92.79,92.07,92.69,92.8,2642767
2017-04-04,92.18,94.49,91.89,92.88,92.88,1962951
2017-04-05,92.08,92.44,92.02,92.5,92.3,1272930
2017-04-06,92.56,95.26,92.47,93.47,93.51,4781332
2017-04-07,91.96,92.19,91.41,91.57,91.52,3664146
2017-04-10,92.56,93.66,92.05,92.83,92.69,1896429
2017-04-11,92.79,94.23,92.5,93.22,93.38,4667594
2017-04-12,94.35,94.57,93.41,93.99,94.0,1489660
2017-04-13,92.73,93.57,92.13,92.92,92.9,4379082
2017-04-14,92.6,95.03,91.73,92.78,92.75,2326331
2017-04-17,91.57,92.25,90.96,91.79,91.65,4412362
2017-04-18,91.93,92.74,91.89,92.01,91.89,2569429
2017-04-19,92.34,92.51,91.51,91.92,92.04,2360724
2017-04-20,92.87,94.12,91.97,92.96,92.92,1453850
2017-04-21,92.32,92.58,90.54,91.9,91.9,3194001
2017-04-24,92.0,92.04,91.47,91.87,91.68,4274941
2017-04-25,94.78,95.05,94.02,94.47,94.34,4807465
2017-04-26,95.12,96.24,95.04,95.37,95.43,3369199
2017-04-27,96.61,97.8,95.97,96.57,96.6,2194215
2017-04-28,96.36,96.95,95.61,96.26,96.43,2268069
2017-05-01,93.39,95.07,93.1,94.07,94.2,2829341
2017-05-02,92.18,92.29,92.03,92.16,92.14,3059838
2017-05-03,93.57,93.6,93.41,93.7,93.75,4923890
2017-05-04,94.95,95.11,94.76,95.23,95.2,3910190
2017-05-05,94.01,95.37,93.99,94.34,94.53,1647404
2017-05-08,95.2,95.43,94.68,95.07,95.18,3573344
2017-05-09,94.38,94.5,93.58,94.59,94.6,1657620
2017-05-10,96.48,97.59,95.08,96.67,96.69,4307067
2017-05-11,96.41,97.23,96.17,96.27,96.41,1713729
2017-05-12,95.88,96.07,94.57,95.58,95.64,4589004
2017-05-15,96.68,97.1,96.49,96.76,96.91,3113985
2017-05-16,98.21,100.11,97.36,98.72,98.51,1115256
2017-05-17,98.2,99.64,97.53,98.31,98.35,2052074
2017-05-18,97.0,98.22,94.79,96.5,96.45,2436460
2017-05-19,97.28,97.87,96.49,97.08,97.25,1196382
2017-05-22,98.36,98.71,98.02,98.25,98.4,1964233
2017-05-23,100.18,101.38,98.42,100.16,100.16,3107670
2017-05-24,103.26,104.76,102.81,103.37,103.53,1733397
2017-05-25,101.16,103.28,100.27,101.44,101.63,4167982
2017-05-26,100.9,101.62,100.28,100.58,100.58,1230684
2017-05-29,101.18,101.73,100.08,101.2,101.45,3097120
2017-05-30,100.11,103.04,99.38,101.1,101.09,1605726
2017-05-31,101.92,102.92,100.92,101.85,101.83,1754381
2017-06-01,100.61,101.53,100.58,100.85,100.93,3515913
2017-06-02,101.67,102.24,100.81,101.67,101.63,3493713
2017-06-05,102.94,103.19,101.35,102.79,102.8,2260554
2017-06-06,100.25,100.72,99.5,100.24,100.38,1785254
2017-06-07,100.6,101.21,98.44,99.94,99.95,3546734
2017-06-08,98.33,99.31,97.87,98.18,98.01,3350594
2017-06-09,99.63,101.01,98.52,99.49,99.53,1702081
2017-06-12,99.53,101.33,98.54,99.82,99.75,3943413
2017-06-13,97.66,99.88,97.27,98.14,98.22,2559198
2017-06-14,96.84,97.36,96.24,96.85,96.92,2155975
2017-06-15,95.46,95.76,94.06,94.99,95.13,1533930
2017-06-16,98.36,98.99,97.15,97.96,98.05,3442671
2017-06-19,97.95,99.19,97.38,97.94,98.05,4759233
2017-06-20,96.62,97.85,96.54,97.31,97.25,4603477
2017-06-21,96.58,96.92,95.04,96.36,96.44,3300795
2017-06-22,95.96,97.76,95.3,96.69,96.88,2964420
2017-06-23,93.16,93.72,92.56,93.26,93.19,4854470
2017-06-26,92.59,93.19,92.11,92.54,92.71,2999379
2017-06-27,92.44,93.1,91.86,92.73,92.68,3787547
2017-06-28,94.09,94.78,93.93,94.26,94.18,4522892
2017-06-29,96.06,96.71,94.51,95.81,95.83,1119937
2017-06-30,96.35,96.74,94.14,95.73,95.8,4300383
2017-07-03,96.22,96.86,94.88,95.4,95.48,4954265
2017-07-04,94.64,94.85,94.32,94.92,94.83,3572034
2017-07-05,98.25,98.61,98.22,98.46,98.5,2586600
2017-07-06,98.06,98.97,96.15,97.79,97.72,2090857
2017-07-07,98.71,99.98,97.39,98.68,98.53,2127927
2017-07-10,97.28,98.26,95.29,96.98,96.89,2138508
2017-07-11,97.73,99.34,96.97,97.89,97.82,3514680
2017-07-12,97.89,98.27,97.47,98.0,98.05,4485652
2017-07-13,97.52,98.34,96.53,97.2,97.31,2746604
2017-07-14,96.54,96.86,95.97,96.5,96.35,3677092
2017-07-17,96.18,98.58,95.46,96.85,96.89,3490326
2017-07-18,96.51,97.91,95.25,96.52,96.4,4419590
2017-07-19,95.72,96.39,94.75,95.7,95.76,4096976
2017-07-20,95.01,96.51,94.9,95.27,95.21,3193371
2017-07-21,95.89,97.37,95.33,96.0,95.9,2956735
2017-07-24,97.3,98.97,96.31,97.58,97.65,4386926
2017-07-25,94.13,94.87,93.39,94.27,94.21,1961501
2017-07-26,95.2,96.03,94.66,94.92,94.89,3521796
2017-07-27,96.68,98.95,95.47,97.14,96.92,4379095
2017-07-28,93.9,94.25,92.12,93.31,93.4,2238470
2017-07-31,94.0,94.23,92.94,93.68,93.76,2206138
2017-08-01,92.54,93.25,90.03,91.67,91.67,2810173
2017-08-02,92.65,94.04,92.19,92.79,92.65,1309495
2017-08-03,90.65,92.17,88.75,90.72,90.83,4186729
2017-08-04,91.07,91.52,90.81,91.14,91.08,1963360
2017-08-07,91.91,92.91,90.53,91.71,91.67,3484346
2017-08-08,92.9,94.47,92.6,93.3,93.52,4948570
2017-08-09,93.96,95.05,92.92,94.07,94.01,4722701
2017-08-10,94.86,94.89,94.02,94.68,94.75,3001466
2017-08-11,94.58,95.67,93.98,94.73,94.78,2516690
2017-08-14,92.1,92.17,91.51,92.15,92.18,4119599
2017-08-15,94.47,97.0,94.47,95.51,95.54,4665522
2017-08-16,92.78,92.93,92.2,92.72,92.76,1907749
2017-08-17,92.72,93.78,92.49,93.01,93.03,4759563
2017-08-18,92.55,93.44,92.07,92.82,92.81,2729222
2017-08-21,93.55,93.94,93.12,93.6,93.74,3239615
2017-08-22,92.95,93.13,92.72,93.14,93.02,3386295
2017-08-23,93.29,96.19,92.36,94.13,94.22,1537240
2017-08-24,94.07,95.75,92.79,94.0,94.08,4358576
2017-08-25,94.83,95.74,94.2,94.71,94.77,4101454
2017-08-28,93.12,93.62,91.99,92.77,92.87,1412498
2017-08-29,94.31,94.4,94.07,94.45,94.45,2923003
2017-08-30,94.28,95.54,94.08,94.32,94.14,2673215
2017-08-31,95.03,95.44,94.54,95.08,95.08,1709714
2017-09-01,95.34,95.58,94.32,95.15,95.06,4163670
2017-09-04,93.82,94.72,92.08,93.77,93.7,1001722
2017-09-05,94.66,95.46,93.61,94.61,94.5,1430036
2017-09-06,95.18,97.05,94.85,95.43,95.38,3033267
2017-09-07,93.77,94.42,93.56,93.73,93.67,4930785
2017-09-08,94.23,95.33,93.22,94.03,93.8,3053222
2017-09-11,94.34,95.6,93.9,94.51,94.57,4079686
2017-09-12,93.75,93.92,92.87,93.48,93.69,4537257
2017-09-13,90.65,91.29,89.2,90.15,90.2,1590507
2017-09-14,91.58,91.66,91.1,91.74,91.72,1780534
2017-09-15,90.69,92.44,89.31,90.55,90.54,1411610
2017-09-18,92.21,93.07,90.94,92.34,92.3,4073215
2017-09-19,89.66,90.33,88.95,89.89,89.89,3012785
2017-09-20,92.41,92.58,91.77,92.43,92.43,3516837
2017-09-21,93.22,94.4,91.52,92.91,92.83,3957625
2017-09-22,92.06,92.47,91.73,92.15,92.31,4251475
2017-09-25,90.97,91.93,90.32,90.82,90.68,3944922
2017-09-26,91.04,91.84,90.72,91.38,91.45,3102644
2017-09-27,91.91,92.01,90.55,91.47,91.47,3507195
2017-09-28,93.44,95.75,92.75,93.9,94.08,3213511
2017-09-29,93.24,94.91,93.23,93.55,93.58,1158564
2017-10-02,93.15,93.59,93.09,92.78,92.75,3821314
2017-10-03,92.49,93.72,90.56,92.05,92.03,4136769
2017-10-04,92.18,93.76,92.1,92.9,92.91,3299669
2017-10-05,93.45,94.7,92.27,93.39,93.29,4813957
2017-10-06,91.78,94.01,91.35,92.35,92.28,2743718
2017-10-09,89.2,90.53,88.89,89.67,89.51,1939367
2017-10-10,91.52,92.29,90.19,91.69,91.61,4338787
2017-10-11,91.18,91.18,90.44,91.2,91.2,1521323
2017-10-12,91.41,92.95,90.88,91.55,91.58,4058711
2017-10-13,90.05,90.55,90.05,89.83,89.65,3301579
2017-10-16,90.39,91.22,89.45,90.83,90.81,1291280
2017-10-17,90.46,91.06,90.28,91.05,91.1,4003413
2017-10-18,90.01,91.17,89.65,90.32,90.3,3898421
2017-10-19,90.85,92.52,88.7,90.43,90.38,2555282
2017-10-20,89.33,90.82,89.23,89.99,89.95,3172744
2017-10-23,89.26,89.4,88.1,88.9,88.85,1393931
2017-10-24,87.17,87.19,86.76,87.02,86.96,4294075
2017-10-25,89.32,90.04,88.61,89.5,89.52,4165919
2017-10-26,88.7,89.51,87.77,88.73,88.93,4097076
2017-10-27,90.25,90.78,90.04,90.12,90.05,1846558
2017-10-30,90.28,91.13,87.92,89.71,89.68,3542160
2017-10-31,92.88,93.0,92.86,93.05,93.04,1242070
2017-11-01,93.44,94.04,92.21,93.33,93.27,4925321
2017-11-02,91.19,91.64,90.66,91.21,91.31,2843902
2017-11-03,89.72,91.77,89.27,90.44,90.23,2656978
2017-11-06,89.18,90.0,87.46,88.81,88.76,4169049
2017-11-07,89.59,91.7,88.87,90.09,90.16,3729945
2017-11-08,89.94,89.97,89.52,89.14,89.11,1549247
2017-11-09,88.87,90.25,88.46,89.11,89.03,3500883
2017-11-10,89.28,90.64,88.06,89.48,89.52,2516405
2017-11-13,88.64,88.77,88.5,88.56,88.64,3686636
2017-11-14,86.93,87.78,86.52,86.98,87.0,3773955
2017-11-15,86.81,88.04,86.8,87.01,86.94,2233198
2017-11-16,85.17,85.51,84.18,85.16,85.19,1993483
2017-11-17,83.73,84.33,81.48,83.29,83.25,1168280
2017-11-20,82.49,83.47,82.06,82.84,82.9,3230007
2017-11-21,83.49,83.49,83.32,83.09,83.21,4748665
2017-11-22,82.76,83.45,82.14,82.75,82.54,2019925
2017-11-23,85.72,87.87,84.1,85.84,85.85,4808070
2017-11-24,87.54,87.99,86.91,87.42,87.27,4508759
2017-11-27,86.49,87.12,86.22,86.49,86.7,2287873
2017-11-28,85.98,87.63,85.42,86.28,86.24,1472159
2017-11-29,86.79,87.41,84.93,86.55,86.61,1277460
2017-11-30,86.08,86.32,83.94,85.06,85.06,3078140
2017-12-01,86.1,86.58,85.4,86.38,86.31,2007878
2017-12-04,88.1,89.1,87.89,88.46,88.38,2534535
2017-12-05,89.33,90.95,87.87,89.37,89.52,2424372
2017-12-06,90.65,92.65,89.02,90.95,91.04,1487154
2017-12-07,88.21,88.6,86.27,87.4,87.57,2509758
2017-12-08,88.5,90.09,88.36,88.85,88.86,2693221
2017-12-11,90.64,91.21,90.55,90.78,90.8,3202516
2017-12-12,89.67,90.47,89.48,90.15,90.12,2040775
2017-12-13,92.22,92.26,91.79,92.08,92.05,2313656
2017-12-14,92.31,92.75,91.26,92.2,92.1,3960984
2017-12-15,93.2,93.59,92.13,92.85,92.86,1746011
2017-12-18,93.34,93.88,93.0,93.5,93.43,4220571
2017-12-19,93.82,94.13,93.44,94.13,94.18,4414581
2017-12-20,94.85,95.85,94.09,95.13,95.15,4896478
2017-12-21,93.32,93.84,90.74,92.62,92.64,2024883
2017-12-22,91.76,92.62,91.34,92.04,92.2,2331427
2017-12-25,91.39,91.56,90.77,91.36,91.35,4709400
2017-12-26,91.76,92.91,90.62,91.87,91.94,3918771
2017-12-27,92.77,93.99,91.35,92.93,93.12,2901943
2017-12-28,92.59,93.06,90.84,92.38,92.5,2091112
2017-12-29,90.4,91.57,87.89,89.92,90.03,3476068
2018-01-01,91.16,92.28,90.39,91.41,91.38,2324965
2018-01-02,92.14,92.77,91.68,92.12,92.14,3841419
2018-01-03,92.7,93.64,92.12,92.63,92.51,2561636
2018-01-04,94.8,95.35,94.58,94.86,94.9,2423460
2018-01-05,93.96,94.17,93.79,93.96,93.98,1032286
2018-01-08,95.36,96.2,95.35,95.3,95.31,2004733
2018-01-09,95.78,96.1,94.81,95.74,95.83,3262527
2018-01-10,94.51,96.1,93.02,93.99,93.88,2790609
2018-01-11,93.6,94.75,92.88,94.29,94.44,3269273
2018-01-12,94.26,95.1,93.57,94.61,94.69,1343045
2018-01-15,94.57,94.63,92.99,94.01,94.0,4333000
2018-01-16,93.11,93.55,92.32,92.99,92.98,2389706
2018-01-17,91.88,92.08,91.19,91.78,91.82,3166878
2018-01-18,93.2,94.29,92.92,93.35,93.49,1378486
2018-01-19,91.68,92.16,90.49,91.48,91.49,2222509
2018-01-22,93.96,94.83,92.94,93.88,93.9,3796151
2018-01-23,93.72,95.89,93.5,94.35,94.35,4956097
2018-01-24,93.57,93.76,93.23,93.56,93.73,1190586
2018-01-25,95.64,95.79,94.68,95.11,95.07,1466204
2018-01-26,93.77,94.73,93.12,93.88,93.88,3482541
2018-01-29,94.0,94.25,93.31,93.89,94.02,3363256
2018-01-30,94.73,95.13,93.41,94.45,94.46,1301746
2018-01-31,92.89,95.38,92.6,93.58,93.69,2537513
2018-02-01,92.72,92.99,91.2,92.53,92.45,2714500
2018-02-02,93.14,93.46,92.0,92.8,92.78,4997693
2018-02-05,93.16,93.27,92.05,92.87,93.01,3931094
2018-02-06,94.1,95.17,92.93,94.32,94.26,2840099
2018-02-07,92.45,93.96,91.18,92.51,92.5,3605574
2018-02-08,92.65,94.61,91.51,92.97,92.99,2635199
2018-02-09,92.17,92.76,91.66,92.18,92.08,2472311
2018-02-12,93.88,95.51,93.26,94.47,94.43,4018366
2018-02-13,94.33,94.75,92.71,93.88,93.89,3160716
2018-02-14,95.36,95.86,94.59,95.52,95.53,2177833
2018-02-15,92.77,93.66,91.63,92.67,92.79,3212669
2018-02-16,94.46,95.89,94.28,94.7,94.85,4205705
2018-02-19,94.94,95.01,94.69,95.02,94.94,2677795
2018-02-20,95.59,96.46,93.62,95.16,95.17,1982479
2018-02-21,96.19,97.88,93.99,96.14,96.21,2499406
2018-02-22,96.0,96.82,95.78,95.65,95.8,3891572
2018-02-23,97.09,97.91,96.84,97.28,97.35,4312554
2018-02-26,99.83,100.78,98.71,99.68,99.71,4928532
2018-02-27,99.06,100.27,97.97,98.89,98.95,3087543
2018-02-28,98.3,100.5,97.74,98.74,98.8,3382370
2018-03-01,100.94,101.29,100.38,100.75,100.66,4953358
2018-03-02,101.83,101.94,101.69,101.81,101.83,1517103
2018-03-05,101.15,101.56,100.37,100.75,100.9,3959629
2018-03-06,99.8,99.8,98.63,99.47,99.45,4826268
2018-03-07,99.51,101.05,99.16,100.18,100.19,3669508
2018-03-08,98.96,100.3,97.31,98.91,98.89,3732409
2018-03-09,97.97,98.83,97.9,98.39,98.17,2065136
2018-03-12,96.58,97.96,96.46,97.22,97.22,4123473
2018-03-13,96.19,97.21,93.89,96.01,96.04,2222322
2018-03-14,96.88,97.24,95.48,96.91,96.86,4473024
2018-03-15,96.67,97.52,95.87,96.59,96.48,2696380
2018-03-16,97.3,97.64,95.64,96.72,96.63,3267162
2018-03-19,96.82,98.32,96.49,97.37,97.44,2346111
2018-03-20,97.46,97.53,96.6,97.34,97.53,4436603
2018-03-21,97.45,98.48,96.47,97.62,97.75,1871130
2018-03-22,97.39,100.03,96.7,98.42,98.29,2424600
2018-03-23,98.03,98.63,97.65,98.1,98.19,2167016
2018-03-26,96.52,96.57,95.72,96.35,96.29,2991316
2018-03-27,97.47,98.19,96.34,97.14,97.08,3527501
2018-03-28,97.42,97.78,95.85,97.44,97.4,1732275
2018-03-29,96.72,99.11,96.66,97.43,97.5,3625780
2018-03-30,99.5,99.68,98.31,99.1,99.2,2118867
2018-04-02,101.48,101.75,101.13,101.38,101.37,3145883
2018-04-03,100.11,100.94,99.2,99.96,99.95,3809940
2018-04-04,99.77,100.87,99.57,99.92,99.97,2887830
2018-04-05,98.55,99.42,98.11,98.59,98.65,2876874
2018-04-06,99.43,99.93,99.01,99.18,99.3,4522167
2018-04-09,98.9,99.47,97.29,98.4,98.27,3837953
2018-04-10,99.22,100.72,98.09,99.73,99.74,2787731
2018-04-11,101.07,101.25,100.97,101.24,101.14,2931799
2018-04-12,100.07,100.53,98.39,99.85,99.84,4247990
2018-04-13,98.49,100.19,97.65,99.01,98.99,3852952
2018-04-16,99.42,100.19,98.55,99.75,99.75,2813028
2018-04-17,99.14,100.42,98.81,99.1,99.02,4973973
2018-04-18,99.48,100.37,98.36,99.16,99.01,4111806
2018-04-19,99.8,101.14,98.42,99.62,99.42,3032122
2018-04-20,98.35,99.68,96.31,98.02,98.01,2253783
2018-04-23,99.9,101.45,99.75,100.31,100.26,3053390
2018-04-24,101.76,102.08,101.25,101.61,101.54,1401931
2018-04-25,100.59,101.82,100.39,100.98,101.11,2005037
2018-04-26,100.38,100.51,99.85,100.25,100.17,1449118
2018-04-27,100.38,100.48,100.26,100.23,100.37,2149930
2018-04-30,101.85,102.18,101.81,101.51,101.67,4946943
2018-05-01,100.96,101.27,100.06,100.57,100.37,4373598
2018-05-02,104.6,106.15,102.26,104.23,104.24,2399732
2018-05-03,104.54,104.81,103.14,104.11,104.07,3399976
2018-05-04,102.9,102.94,102.8,102.65,102.35,4369811
2018-05-07,100.37,101.11,99.19,100.13,99.98,1385351
2018-05-08,100.76,100.85,99.17,100.03,100.11,1059179
2018-05-09,100.87,101.04,100.29,100.71,100.91,1886045
2018-05-10,102.2,103.07,100.75,101.79,101.88,1302114
2018-05-11,101.93,102.0,101.29,101.57,101.6,3039316
2018-05-14,103.17,103.91,101.43,102.58,102.57,1004718
2018-05-15,102.72,103.87,102.06,102.85,103.03,3517479
2018-05-16,103.12,103.2,102.91,102.9,103.13,1956222
2018-05-17,105.31,105.54,104.9,105.43,105.37,3435065
2018-05-18,105.41,106.13,104.0,105.26,105.05,4749723
2018-05-21,104.98,105.57,104.11,104.87,104.65,3238950
2018-05-22,106.38,106.61,106.27,106.26,106.4,4500176
2018-05-23,106.54,107.68,106.09,106.85,106.84,1785931
2018-05-24,108.91,109.26,107.75,108.78,108.8,1541427
2018-05-25,110.21,111.11,109.88,110.43,110.23,2310705
2018-05-28,109.29,110.35,108.18,109.6,109.51,4866769
2018-05-29,109.45,111.79,108.88,110.13,110.1,3216956
2018-05-30,110.49,111.35,109.85,110.75,110.77,1569070
2018-05-31,111.23,111.76,111.08,111.38,111.34,3641398
2018-06-01,112.5,113.23,111.98,112.7,112.59,3319963
2018-06-04,112.66,113.7,111.86,112.58,112.5,4822395
2018-06-05,114.17,115.43,113.86,114.4,114.53,3066242
2018-06-06,115.55,116.03,115.36,115.72,115.75,4773042
2018-06-07,115.93,116.8,115.65,116.19,116.26,2379854
2018-06-08,115.32,115.53,115.0,115.39,115.28,3897167
2018-06-11,116.32,117.35,116.18,116.84,116.49,2292821
2018-06-12,117.33,118.16,116.96,117.2,117.14,2852021
2018-06-13,116.8,117.63,113.64,115.83,115.73,3931568
2018-06-14,116.65,117.2,115.74,116.58,116.62,1240734
